category_list,funding_total_usd,country_code,state_code,funding_rounds,target,founded_year,first_funding_year,last_funding_year
unknown,2000000.0,,,1,1,2010.0,2010.0,2010
Real Estate,2928257.0,CHN,,1,1,2009.0,2010.0,2010
E-Commerce,9300000.0,CHN,2,3,1,2002.0,2004.0,2007
Finance,10000000.0,CHN,22,2,1,2010.0,2006.0,2007
unknown,16000000.0,CHN,22,1,1,2010.0,2015.0,2015
E-Commerce,1158814.0,CHN,22,2,1,2010.0,2012.0,2012
Education,2000000.0,CHN,22,2,1,2001.0,2006.0,2010
Curated Web,10000000.0,CHN,23,1,1,2010.0,2007.0,2007
Career Management,2000000.0,CHN,23,1,1,2010.0,2010.0,2010
Education,65100000.0,CHN,22,4,1,2011.0,2011.0,2014
Leisure,2000000.0,CHN,22,1,1,2010.0,2015.0,2015
Games,1500000.0,CHN,22,2,1,2007.0,2008.0,2010
unknown,5000000.0,,,1,0,2014.0,2015.0,2015
Android,2000000.0,CHN,22,1,1,2013.0,2015.0,2015
Internet,65000000.0,CHN,2,3,1,2010.0,2012.0,2015
Games,1000000.0,CHN,23,1,1,2010.0,2009.0,2009
Manufacturing,2000000.0,,,1,1,2003.0,2012.0,2012
Art,234705.0,DEU,2,3,1,2013.0,2015.0,2015
unknown,2000000.0,USA,MD,1,1,2009.0,2010.0,2010
Software,3000000.0,,,1,1,2011.0,2011.0,2011
E-Commerce,200000000.0,CHN,22,2,1,2010.0,2010.0,2011
Photography,30000000.0,CHN,30,2,1,2005.0,2007.0,2007
Curated Web,876780000.0,CHN,19,6,1,2005.0,2006.0,2014
Consumer Internet,300000000.0,,,1,1,2014.0,2015.0,2015
Curated Web,10000000.0,CHN,22,1,1,2010.0,2013.0,2013
Video,2000000.0,,,1,1,2012.0,2013.0,2013
Advertising,27428.6215837652,,,1,0,2015.0,2015.0,2015
Mobile,5100000.0,GBR,H9,1,1,2011.0,2014.0,2014
Mobile,6100000.0,USA,WA,2,1,2008.0,2013.0,2014
Apps,2000000.0,USA,CA,1,1,2012.0,2013.0,2013
3D,12500.0,,,1,1,2010.0,2014.0,2014
Food Processing,1848664.0,,,1,1,2013.0,2013.0,2013
Music,368750.0,ESP,29,1,1,2007.0,2009.0,2009
Healthcare Services,5955000.0,USA,CA,2,1,2010.0,2014.0,2014
Software,8000000.0,USA,CA,1,1,2010.0,2009.0,2009
Startups,2000000.0,FRA,A8,1,1,2010.0,2014.0,2014
Education,12800000.0,USA,NY,3,1,2007.0,2007.0,2009
Art,15873.0,GBR,H9,1,1,2011.0,2012.0,2012
Information Technology,2000000.0,USA,NJ,1,1,2009.0,2014.0,2014
Software,50000.0,USA,CO,1,1,2006.0,2013.0,2013
Games,3987693.0,KOR,11,2,1,2013.0,2010.0,2013
Sales and Marketing,30000.0,,,1,1,2010.0,2013.0,2013
Advertising,250000.0,USA,NY,1,1,2012.0,2012.0,2012
Mobile,7000000.0,USA,CA,1,1,2008.0,2008.0,2008
Games,3000000.0,USA,CA,1,1,2009.0,2014.0,2014
Advertising,17129760.0,USA,WA,4,1,2009.0,2009.0,2010
unknown,3500000.0,USA,CA,1,0,2010.0,2007.0,2007
Accounting,1300000.0,GBR,U8,3,1,2009.0,2009.0,2011
Browser Extensions,100000.0,USA,CA,1,1,2010.0,2010.0,2010
Software,3050000.0,USA,IL,3,1,2013.0,2014.0,2014
Real Estate,2000000.0,,,1,1,2010.0,2009.0,2009
EdTech,2000000.0,CHN,22,1,1,2010.0,2011.0,2011
Web Hosting,3019139.0,USA,CA,2,1,2009.0,2011.0,2013
Information Services,100000.0,USA,TX,1,1,2009.0,2014.0,2014
Services,11052498.0,USA,NY,2,1,2010.0,2014.0,2015
Apps,2000000.0,SGP,,1,1,2013.0,2015.0,2015
unknown,2000000.0,GBR,H3,1,1,2010.0,2014.0,2014
Enterprise Software,37143865.0,USA,NC,5,1,2008.0,2010.0,2015
Concentrated Solar Power,5714285.71428571,CAN,ON,1,1,2006.0,2007.0,2007
Cloud Computing,2000000.0,USA,CO,1,1,2013.0,2014.0,2014
Mobile,1000000.0,CHN,22,2,1,2013.0,2014.0,2014
Photography,30500000.0,CHN,,3,1,2010.0,2006.0,2012
Security,2000000.0,ISR,5,3,1,2011.0,2011.0,2014
B2B,32000000.0,USA,CA,3,1,2013.0,2013.0,2015
Health and Wellness,8000000.0,USA,CA,2,1,2013.0,2014.0,2014
Finance,3134880.0,ITA,9,1,1,2010.0,2012.0,2012
Software,6700000.0,USA,NC,2,1,2004.0,2005.0,2007
Nanotechnology,2569720.0,USA,MD,2,1,2013.0,2014.0,2015
Social Network Media,1556687.0,GBR,H9,3,1,2014.0,2014.0,2015
Android,23857750.0,DEU,,5,1,2010.0,2010.0,2013
Analytics,6528902.0,USA,TX,3,0,2006.0,2009.0,2012
Enterprise Software,295000.0,JPN,,1,1,2010.0,2013.0,2013
Health and Wellness,2000000.0,USA,VA,2,1,2013.0,2013.0,2013
Development Platforms,150000.0,ISR,5,1,1,2010.0,2013.0,2013
Biotechnology,1613014.0,USA,SC,1,1,1997.0,2011.0,2011
Games,10000000.0,USA,FL,1,1,2010.0,2010.0,2010
Bicycles,15000000.0,CHN,22,1,1,2012.0,2015.0,2015
Analytics,2450000.0,USA,FL,5,1,2011.0,2012.0,2014
Analytics,190035.0,FIN,13,1,1,2012.0,2014.0,2014
E-Commerce,3107198.0,CHN,22,1,1,2011.0,2011.0,2011
Advertising,1500000.0,USA,NY,2,1,2011.0,2011.0,2012
Manufacturing,2000000.0,,,1,1,2010.0,2011.0,2011
Curated Web,650000.0,NZL,G2,1,0,2010.0,2011.0,2011
Technology,2875000.0,USA,CA,1,1,2011.0,2011.0,2011
Manufacturing,1500000.0,USA,TX,1,1,2012.0,2014.0,2014
Clean Technology,16036000.0,USA,MA,6,1,2009.0,2011.0,2015
Social Media,47570.0,GBR,G7,1,1,2011.0,2012.0,2012
Content Creators,20068328.451591,GBR,H9,4,1,2004.0,2005.0,2013
Broadcasting,120000.0,,,1,1,2015.0,2014.0,2014
Games,2000000.0,CHN,23,1,1,2006.0,2009.0,2009
Games,1136548.0,CHN,22,2,1,2003.0,2010.0,2012
Software,1017470.0,USA,WA,3,1,2013.0,2013.0,2015
Analytics,3000000.0,USA,NY,1,1,2012.0,2015.0,2015
Web Hosting,9850000.0,USA,OH,4,1,2006.0,2011.0,2013
Brand Marketing,600000.0,USA,WI,3,1,2009.0,2010.0,2014
Biotechnology,22000000.0,,,1,1,2010.0,2007.0,2007
Publishing,269260.0,NLD,7,2,1,2013.0,2013.0,2013
Apps,500000.0,GBR,H9,1,1,2010.0,2015.0,2015
Design,4500000.0,USA,NY,2,1,2013.0,2013.0,2014
Finance Technology,17000000.0,HKG,,2,1,2012.0,2012.0,2014
Advertising,2100000.0,CAN,ON,1,0,2010.0,2009.0,2009
Home Decor,25000.0,USA,PA,2,1,2010.0,2009.0,2010
Services,77000000.0,USA,OR,2,1,2010.0,1999.0,2001
Networking,2000000.0,CHN,22,2,1,2004.0,2008.0,2011
E-Commerce,100000.0,USA,MD,1,1,2012.0,2013.0,2013
Curated Web,2000000.0,USA,CA,1,1,2006.0,2006.0,2006
Crowdsourcing,25000.0,USA,PA,3,1,2010.0,2011.0,2013
Health and Wellness,5100000.0,USA,CA,1,1,2011.0,2011.0,2011
Digital Entertainment,27000000.0,USA,NY,2,1,2012.0,2013.0,2013
Beauty,400000.0,USA,CA,1,1,2010.0,2006.0,2006
unknown,2000000.0,,,1,0,2010.0,2012.0,2012
E-Commerce,2000000.0,CHN,,1,1,2012.0,2013.0,2013
Mobile,2000000.0,,,1,1,2010.0,2012.0,2012
Entertainment,55398.0,ESP,27,1,1,2010.0,2014.0,2014
Curated Web,2000000.0,,,1,0,2008.0,2008.0,2008
Advertising,140000.0,GBR,H9,2,1,2013.0,2014.0,2014
Analytics,2000000.0,TUR,34,2,1,2012.0,2012.0,2013
Games,12250000.0,USA,MA,2,0,2010.0,2008.0,2010
Fashion,2000000.0,USA,NY,1,1,2012.0,2012.0,2012
Exercise,2730000.0,USA,CA,3,1,2014.0,2014.0,2015
Messaging,1500000.0,ISR,,2,0,2010.0,2008.0,2008
3D,14481680.93113,,,2,1,2014.0,2014.0,2015
Clean Technology,30000000.0,USA,CA,1,1,2010.0,2014.0,2014
Sports,79501.0,SGP,,2,1,2014.0,2014.0,2014
E-Commerce,2000000.0,USA,CA,1,1,2013.0,2013.0,2013
Music,5279980.0,USA,CA,3,1,2008.0,2012.0,2015
Travel,24600000.0,CHN,4,1,1,2011.0,2013.0,2013
Analytics,150000.0,SGP,,1,1,2013.0,2013.0,2013
Fashion,2000000.0,IDN,,1,1,2013.0,2015.0,2015
Contact Centers,126000000.0,USA,CA,1,1,1987.0,2013.0,2013
Consulting,4500000.0,USA,CA,2,1,2013.0,2013.0,2013
Manufacturing,29300000.0,USA,MA,4,1,2012.0,2012.0,2015
Apps,1292301.0,,,1,0,2010.0,2013.0,2013
Media,38800000.0,GBR,H9,3,1,2011.0,2013.0,2015
Apps,100000.0,ISR,5,1,1,2013.0,2013.0,2013
Mobile,20000000.0,CHN,3,1,1,2010.0,2011.0,2011
Mobile,317460.0,CHN,24,1,1,2010.0,2012.0,2012
Mobile,30000000.0,CHN,3,1,1,2010.0,2011.0,2011
unknown,2000000.0,USA,TX,1,1,2013.0,2013.0,2013
unknown,15000.0,USA,TN,1,1,2010.0,2012.0,2012
Food Processing,3000000.0,USA,CO,2,1,2014.0,2014.0,2015
Social Media,4502251.0,CHN,22,1,1,2010.0,2010.0,2010
Application Platforms,9000000.0,CHN,4,1,1,2010.0,2015.0,2015
Finance,63590263.0,CHN,22,1,1,2010.0,2011.0,2011
Curated Web,19790000.0,CHN,22,3,1,2010.0,2011.0,2014
Mobile,1000000.0,IND,10,1,1,2010.0,2014.0,2014
Mobile,10450000.0,USA,CA,3,1,2010.0,2011.0,2013
Local Businesses,2160000.0,SGP,,2,1,2014.0,2014.0,2015
Finance,1380700.0,ITA,9,1,0,2011.0,2011.0,2011
E-Commerce,83574271.0,CHN,23,5,1,2005.0,2005.0,2012
Interior Design,2000000.0,DEU,16,1,1,2014.0,2015.0,2015
unknown,2000000.0,CHN,23,1,1,2010.0,2015.0,2015
E-Commerce Platforms,500000.0,USA,MA,2,1,2010.0,2013.0,2014
Crowdsourcing,45000000.0,USA,CA,2,1,2008.0,2011.0,2015
Fashion,105651.0,AUS,2,2,0,2010.0,2012.0,2012
Brand Marketing,2000000.0,NLD,9,1,1,2014.0,2015.0,2015
E-Commerce,100000.0,USA,CA,1,1,2012.0,2014.0,2014
Games,2000000.0,IND,19,1,1,2008.0,2015.0,2015
Automotive,75000000.0,CHN,23,1,1,2010.0,2012.0,2012
Big Data,2000000.0,BRA,2,1,1,2013.0,2013.0,2013
Apps,442943.0,BRA,27,1,1,2013.0,2014.0,2014
E-Commerce,20000.0,IND,9,1,1,2012.0,2012.0,2012
Manufacturing,7575757.0,CHN,23,1,1,2009.0,2011.0,2011
Android,25000000.0,BRA,2,3,1,2013.0,2013.0,2015
Software,210000.0,IND,19,3,1,2011.0,2010.0,2013
E-Commerce,2000000.0,CHN,23,1,0,2005.0,2010.0,2010
Automotive,80000.0,CHN,22,2,0,2009.0,2009.0,2010
Point of Sale,2000000.0,DEU,16,1,1,2012.0,2013.0,2013
E-Commerce,9600000.0,CHN,23,2,1,2005.0,2005.0,2008
SEO,70000.0,RUS,71,1,0,2011.0,2011.0,2011
Travel,2000000.0,,,1,1,2011.0,2012.0,2012
Advertising,1432051.0,KOR,11,3,1,2011.0,2012.0,2013
Social Media,2800000.0,HKG,,2,1,2008.0,2011.0,2012
Business Analytics,7200000.0,USA,VA,3,1,2011.0,2013.0,2015
Software,900000.0,USA,WA,1,1,2013.0,2013.0,2013
Photography,10000000.0,,,2,1,1999.0,2007.0,2008
Enterprises,925000.0,USA,WA,2,1,2010.0,2013.0,2013
Software,435400.0,USA,TX,1,1,2002.0,2011.0,2011
unknown,2000000.0,,,1,0,2010.0,2015.0,2015
Mobile,2000000.0,CHN,23,2,1,2011.0,2011.0,2012
Games,100000000.0,CHN,23,1,1,2010.0,2008.0,2008
Digital Media,3500000.0,USA,NY,1,1,2013.0,2015.0,2015
Chemicals,2500000.0,USA,TX,1,1,2014.0,2015.0,2015
Entertainment,2000000.0,USA,NC,1,1,2013.0,2013.0,2013
Innovation Engineering,110000000.0,USA,WI,1,1,2010.0,2014.0,2014
Travel & Tourism,2000000.0,USA,CA,1,1,2008.0,2011.0,2011
Media,2000000.0,USA,CA,1,1,2012.0,2014.0,2014
Health and Wellness,2000000.0,USA,CA,1,1,2004.0,2014.0,2014
Games,10312103.0,USA,CA,2,0,2009.0,2010.0,2011
Limousines,45000.0,USA,FL,1,1,2011.0,2015.0,2015
Games,560248.0,ESP,56,1,1,2010.0,2014.0,2014
E-Commerce,50000.0,USA,RI,1,1,2010.0,2012.0,2012
Health and Wellness,6000000.0,,,1,1,1990.0,2000.0,2000
Hardware,2000000.0,USA,TX,1,1,2003.0,2015.0,2015
Media,1090000.0,USA,MT,1,1,2011.0,2014.0,2014
Consulting,2000000.0,USA,CO,1,1,2006.0,2013.0,2013
Health and Wellness,500000.0,USA,GA,1,1,2008.0,2011.0,2011
Creative,2000000.0,USA,OR,1,1,2010.0,2014.0,2014
Biotechnology,2100002.0,USA,MD,2,1,2010.0,2005.0,2010
Clean Technology,115837966.0,GBR,B7,1,1,2010.0,2011.0,2011
unknown,2000000.0,USA,OH,1,1,2011.0,2011.0,2011
Security,1500000.0,USA,NY,1,1,2005.0,2015.0,2015
Consumer Goods,5000000.0,CHN,22,1,1,2010.0,2015.0,2015
Mobile,14300000.0,USA,CA,3,1,2005.0,2005.0,2008
Biotechnology,3000000.0,USA,CA,1,1,2010.0,2009.0,2009
Games,9300000.0,USA,CA,1,1,2010.0,2011.0,2011
Charity,50000.0,USA,MA,1,1,2010.0,2013.0,2013
Finance,6410000.0,IND,16,1,1,2000.0,2008.0,2008
Audio,60000000.0,,,1,1,2003.0,2005.0,2005
unknown,2000000.0,USA,TN,1,1,1989.0,1994.0,1994
Biotechnology,32142818.0,USA,CA,2,1,2010.0,2009.0,2011
Internet,15999994.0,USA,WA,1,1,2011.0,2015.0,2015
Hospitality,2000000.0,USA,VA,1,1,2010.0,2013.0,2013
Clean Technology,10200000.0,CHN,19,1,0,2003.0,2011.0,2011
Networking,15000.0,,,1,0,2011.0,2011.0,2011
Software,2000000.0,JPN,40,1,1,2012.0,2012.0,2012
Pets,569355.0,GBR,,1,1,2010.0,2014.0,2014
Real Estate,2000000.0,USA,FL,1,1,2007.0,2014.0,2014
Video,42183.0,,,1,1,2010.0,2014.0,2014
Fashion,2000000.0,DNK,,1,1,2010.0,2012.0,2012
unknown,2000000.0,USA,FL,1,1,2011.0,2014.0,2014
Coupons,2500.0,BRA,2,1,1,2010.0,2012.0,2012
Health and Wellness,250000.0,USA,MN,1,1,2010.0,2011.0,2011
Android,20000.0,USA,CA,2,1,2014.0,2014.0,2015
unknown,67000000.0,USA,ID,1,1,2007.0,2015.0,2015
Cloud Computing,118000000.0,USA,CA,4,1,2004.0,2005.0,2013
Batteries,502860000.0,USA,MA,8,1,2001.0,2005.0,2012
Online Rental,500000.0,RUS,66,1,0,2010.0,2013.0,2013
unknown,2000000.0,,,1,0,2010.0,2014.0,2014
3D,25000000.0,USA,NJ,1,1,2010.0,2014.0,2014
unknown,2000000.0,,,1,1,2010.0,2013.0,2013
Analytics,2000000.0,USA,CA,2,1,2013.0,2013.0,2014
3D Technology,2000000.0,USA,CA,1,1,2010.0,2005.0,2005
Music,50000000.0,CHN,30,2,1,2000.0,2004.0,2005
Curated Web,1623640.0,CHN,,2,1,2010.0,2013.0,2013
Mobile,16474.0,CHN,22,1,1,2010.0,2014.0,2014
Hardware + Software,2000000.0,CHN,2,1,1,1993.0,2004.0,2004
Biotechnology,20000000.0,USA,NC,1,1,1979.0,2012.0,2012
Finance,160000.0,USA,IL,1,1,2009.0,2013.0,2013
Music,350000.0,USA,FL,1,1,2000.0,2013.0,2013
Biotechnology,500000.0,USA,IN,1,0,2008.0,2011.0,2011
Search,6000000.0,USA,CA,2,1,2007.0,2007.0,2008
Advertising,2000000.0,USA,CA,5,1,2010.0,2011.0,2013
Application Platforms,14000000.0,USA,CA,3,1,2010.0,2001.0,2003
Fashion,2000000.0,USA,IL,1,1,2008.0,2013.0,2013
Consulting,3100000.0,IND,16,2,1,2014.0,2014.0,2015
Human Resources,20000000.0,USA,IL,1,1,2006.0,2014.0,2014
Biotechnology,40000000.0,USA,MI,1,1,1989.0,2012.0,2012
Telecommunications,180000000.0,USA,NY,1,1,2010.0,2003.0,2003
Social Media,442457.0,BRA,27,3,1,2010.0,2011.0,2013
Mobile,4260000.0,FIN,13,1,1,2009.0,2009.0,2009
Health Care Information Technology,12000000.0,FRA,A8,1,1,2010.0,2014.0,2014
Health and Insurance,2000000.0,USA,MA,1,1,2010.0,2012.0,2012
Service Providers,4845819.0,USA,ME,1,1,2010.0,2009.0,2009
Real Estate,2000000.0,USA,FL,1,1,2014.0,2014.0,2014
Finance,4900000.0,NGA,5,1,1,2010.0,2014.0,2014
Advertising,1412834.0,FRA,A8,1,1,2010.0,2014.0,2014
EdTech,3356695.0,ESP,56,1,1,2007.0,2014.0,2014
3D,2000000.0,ARE,1,1,1,2012.0,2012.0,2012
Analytics,500000.0,USA,WA,1,1,2000.0,2010.0,2010
Software,3409315.0,GBR,H9,1,1,1977.0,2013.0,2013
SaaS,3500000.0,USA,NY,2,1,2013.0,2014.0,2014
Digital Media,41250.0,HKG,,1,1,2010.0,2014.0,2014
Clean Technology,4211031.0,USA,FL,6,1,2006.0,2012.0,2014
Advertising,825000.0,USA,CA,1,1,2013.0,2013.0,2013
Music,263400.0,IRL,10,1,0,2008.0,2007.0,2007
Finance,720000.0,USA,PA,2,1,2014.0,2014.0,2015
Financial Services,2000000.0,USA,MI,1,1,2011.0,2014.0,2014
Oil & Gas,24750000.0,USA,PA,1,1,1979.0,2015.0,2015
Biotechnology,400988.0,CAN,BC,3,1,1997.0,2010.0,2014
Software,1770000.0,FRA,A8,1,1,2001.0,2005.0,2005
Software,4540000.0,DEU,1,1,1,1999.0,2006.0,2006
Curated Web,4400000.0,USA,CA,2,0,1997.0,2006.0,2009
Automotive,2700000.0,CHE,25,1,1,1988.0,2013.0,2013
Software,2000000.0,USA,AL,1,1,2010.0,2014.0,2014
Audiobooks,600000.0,USA,TX,1,1,2006.0,2009.0,2009
Finance,3355282.0,,,1,1,2009.0,2014.0,2014
E-Commerce,875000.0,USA,CA,5,1,2014.0,2013.0,2014
Apps,900000.0,CYP,5,1,1,2013.0,2013.0,2013
Biotechnology,6790000.0,USA,IL,2,1,1991.0,2009.0,2011
Communications Infrastructure,6000000.0,RUS,48,1,1,1989.0,2015.0,2015
Business Services,375000.0,RUS,48,1,1,2004.0,2012.0,2012
Distributors,2000000.0,POL,78,1,1,2010.0,2007.0,2007
Advertising,25000.0,IND,5,1,0,2007.0,2007.0,2007
Real Estate,20000.0,USA,DC,1,1,2013.0,2015.0,2015
Biotechnology,78799653.0,GBR,C3,2,1,1998.0,2011.0,2012
B2B,147000.0,CRI,8,1,1,2009.0,2011.0,2011
Biotechnology,2000000.0,CAN,ON,1,1,2010.0,2014.0,2014
Biotechnology,805908.0,GBR,H9,1,0,2001.0,2007.0,2007
Biotechnology,10207905.0,GBR,H9,4,1,2010.0,2011.0,2015
Curated Web,2000000.0,CAN,BC,1,1,1996.0,2003.0,2003
Fashion,90000.0,,,1,1,2013.0,2013.0,2013
Analytics,2000000.0,JPN,40,3,1,2012.0,2013.0,2014
Design,2000000.0,USA,CA,1,1,2012.0,2014.0,2014
Health Care,2012700.0,USA,TX,1,1,2010.0,2011.0,2011
unknown,2000000.0,,,2,0,2010.0,2007.0,2008
Biotechnology,12850000.0,USA,OH,3,1,2013.0,2013.0,2015
E-Commerce,19148000.0,USA,IL,5,1,2009.0,2010.0,2014
Medical,2000000.0,USA,TX,1,1,2010.0,2010.0,2010
Biotechnology,39610000.0,USA,CA,3,1,2000.0,2012.0,2014
Business Services,2000000.0,IND,7,1,1,1994.0,2015.0,2015
Biotechnology,2250180.0,USA,NJ,1,1,2011.0,2011.0,2011
Doctors,1833333.0,,,2,0,2010.0,2012.0,2014
Fashion,60000.0,USA,NY,1,1,2010.0,2014.0,2014
Health Care,1500000.0,USA,AZ,1,1,2009.0,2012.0,2012
Health Care,583000000.0,USA,MN,4,1,2000.0,2006.0,2014
Curated Web,21000000.0,USA,NY,3,1,2008.0,2013.0,2015
Employment,30000.0,,,1,1,2014.0,2014.0,2014
Curated Web,6467283.0,USA,MA,1,1,2008.0,2011.0,2011
Health Care,12853396.0,GBR,K2,3,1,2008.0,2012.0,2015
Biotechnology,50000.0,USA,OH,1,1,2015.0,2015.0,2015
Fitness,2000000.0,USA,CA,1,1,2012.0,2012.0,2012
Biotechnology,3986362.0,CHE,23,1,1,2010.0,2014.0,2014
unknown,2000000.0,,,1,0,2010.0,2015.0,2015
Cloud Computing,26898770.0,USA,CA,10,1,2010.0,2008.0,2015
Accounting,500000.0,USA,IL,1,1,1998.0,2008.0,2008
Fitness,2000000.0,CAN,NS,1,1,2010.0,2012.0,2012
Sales and Marketing,150000.0,USA,GA,1,1,2009.0,2013.0,2013
Innovation Engineering,21800000.0,USA,CA,1,1,2010.0,2007.0,2007
Biotechnology,42980577.0,USA,MI,7,1,2011.0,2012.0,2015
Collaboration,17500000.0,USA,TX,4,1,2014.0,2011.0,2015
M2M,50000.0,USA,NC,1,1,2010.0,2012.0,2012
Health and Wellness,500000.0,USA,NJ,1,1,2010.0,2011.0,2011
Hardware + Software,12005448.0,USA,CO,5,1,2005.0,2009.0,2012
unknown,2000000.0,,,1,1,2010.0,2014.0,2014
Software,1273000.0,USA,CA,1,1,2007.0,2011.0,2011
Biotechnology,12000000.0,USA,CA,1,1,2009.0,2010.0,2010
Local,250000.0,USA,CA,1,1,2014.0,2015.0,2015
Big Data,3000000.0,CHN,22,1,1,2008.0,2014.0,2014
Biotechnology,186036236.0,BEL,8,6,1,2001.0,2002.0,2014
Enterprise Software,1000000.0,USA,TX,1,1,1979.0,1979.0,1979
Home Automation,1000000.0,USA,CA,1,1,2014.0,2014.0,2014
Real Estate,2518000.0,USA,WI,4,1,2011.0,2013.0,2015
Design,3705137.0,USA,CA,1,1,1993.0,2009.0,2009
Financial Services,2000000.0,USA,TX,1,1,2010.0,2005.0,2005
Clean Technology,510000000.0,USA,CO,2,0,2007.0,2010.0,2010
unknown,2000000.0,,,1,1,2013.0,2012.0,2012
Curated Web,2000000.0,IRL,7,1,1,2010.0,2004.0,2004
Big Data,3000000.0,USA,CA,2,1,2013.0,2015.0,2015
Curated Web,17087500.0,USA,CA,3,1,2013.0,2009.0,2014
Communities,275166.0,,,1,1,2011.0,2011.0,2011
Contact Management,4439407.0,USA,PA,6,1,2010.0,2011.0,2015
Analytics,2000000.0,USA,OH,1,1,2012.0,2014.0,2014
Curated Web,7618249.0,USA,OR,3,1,2006.0,2008.0,2009
Software,13600000.0,USA,CA,2,1,2002.0,2004.0,2005
Information Security,1737170.0,CHE,23,1,1,1999.0,2004.0,2004
Software,450000.0,USA,MA,1,1,2008.0,2011.0,2011
unknown,500000.0,,,1,1,2015.0,2015.0,2015
Health and Wellness,2810000.0,USA,KS,3,1,2010.0,2012.0,2014
Financial Services,14000000.0,USA,CA,2,1,2014.0,2015.0,2015
Electrical Distribution,2000000.0,USA,CA,1,1,1992.0,2015.0,2015
Content Discovery,1500000.0,IDN,4,1,1,2012.0,2014.0,2014
unknown,2000000.0,,,1,1,2010.0,2013.0,2013
Biotechnology,175000.0,,,1,1,2010.0,2015.0,2015
Advertising,422000000.0,BRA,2,1,1,1950.0,2006.0,2006
Education,50000.0,USA,MA,1,1,2007.0,2010.0,2010
Health Care,132500.0,USA,MN,1,1,2009.0,2012.0,2012
Medical,2000000.0,USA,MA,1,1,2013.0,2014.0,2014
unknown,200000.0,,,1,1,2010.0,2015.0,2015
Clean Technology,4500000.0,USA,OH,2,1,2008.0,2010.0,2013
Clean Technology,661000.0,SWE,24,1,1,2007.0,2010.0,2010
Analytics,20000000.0,USA,CA,1,1,2010.0,2012.0,2012
Health and Wellness,1287963.0,GBR,M3,1,1,2010.0,2014.0,2014
Software,200000.0,USA,RI,1,1,2012.0,2014.0,2014
Crowdsourcing,1220000.0,IND,19,2,1,2010.0,2011.0,2013
Education,451198.382904996,,,1,0,2010.0,2005.0,2005
All Students,231884.0,,,1,1,2012.0,2012.0,2012
Biotechnology,1200000.0,USA,CA,1,1,2010.0,2014.0,2014
Biotechnology,1663801.11900538,GBR,L9,2,1,2007.0,2013.0,2015
Health Care,28364818.0,USA,TN,10,1,2006.0,2009.0,2014
Engineering Firms,1400000.0,USA,AZ,1,1,1995.0,2015.0,2015
unknown,2000000.0,IRL,4,1,1,1997.0,2015.0,2015
Android,2000000.0,USA,CA,1,1,2010.0,2010.0,2010
Finance,4545754.0,GBR,H9,1,1,2009.0,2013.0,2013
E-Commerce,60000.0,USA,GA,1,0,2008.0,2010.0,2010
E-Commerce,45000.0,DEU,16,1,1,2011.0,2014.0,2014
B2B,1300000.0,USA,CA,1,1,2009.0,2013.0,2013
Curated Web,2000000.0,KOR,11,1,1,2009.0,2012.0,2012
Biotechnology,64640151.5803158,GBR,H9,2,1,2002.0,2014.0,2015
Apps,396998.0,,,1,1,2012.0,2012.0,2012
Business Services,252794435.0,USA,IL,3,1,2010.0,2009.0,2009
Biotechnology,39279460.0,CHE,23,2,1,2003.0,2005.0,2014
E-Commerce,10000000.0,USA,NJ,1,1,1984.0,2009.0,2009
Apps,15000.0,USA,TN,1,1,2012.0,2012.0,2012
Web Hosting,23000000.0,USA,MA,2,1,2009.0,2011.0,2013
Software,762000.0,USA,TN,1,1,2012.0,2013.0,2013
Health and Wellness,2338650.0,USA,AZ,1,1,2010.0,2013.0,2013
Biotechnology,33500000.0,GBR,C3,2,1,2006.0,2011.0,2013
Business Services,255100000.0,USA,CA,3,1,1993.0,1999.0,2012
Semiconductors,368000.0,PRT,19,1,1,2003.0,2005.0,2005
Bitcoin,3300.0,USA,CA,1,1,2014.0,2014.0,2014
Curated Web,11017508.0,SVN,E1,1,1,2011.0,2014.0,2014
Social Media,17800000.0,USA,CA,4,1,2008.0,2007.0,2013
Consulting,4499999.0,CAN,QC,1,1,2005.0,2012.0,2012
EdTech,2000000.0,USA,CA,1,1,2008.0,2008.0,2008
unknown,2000000.0,USA,MA,1,1,1972.0,1993.0,1993
Consulting,2000000.0,FIN,13,1,1,2010.0,2011.0,2011
Advertising,10000000.0,USA,CA,1,1,2004.0,2009.0,2009
Cloud Computing,2000000.0,USA,CA,1,1,2011.0,2012.0,2012
Events,27000000.0,,,1,0,2010.0,2002.0,2002
Social Media,50000.0,,,1,1,2011.0,2011.0,2011
Education,2000000.0,USA,CA,1,1,2004.0,2004.0,2004
Biotechnology,126385000.0,USA,CA,3,1,2010.0,2003.0,2013
Finance,34000000.0,USA,MA,2,1,2009.0,2010.0,2015
unknown,2000000.0,,,1,0,2010.0,2003.0,2003
Internet of Things,100000000.0,,,1,1,2015.0,2015.0,2015
Coffee,2000000.0,USA,CA,1,1,2013.0,2015.0,2015
Clean Technology,16424363.0,GBR,C5,3,1,2004.0,2008.0,2011
Information Technology,10720178.0,GBR,J8,1,1,1990.0,2014.0,2014
EdTech,142367.0,ARG,7,3,1,2012.0,2013.0,2014
Health Care,4710960.0,DNK,17,1,1,2009.0,2013.0,2013
Audio,5000000.0,SWE,26,2,1,2013.0,2014.0,2015
Energy,25090000.0,IND,10,1,1,1997.0,2008.0,2008
